date,department,demand
2026-08-20,ADMISSION,50.31559998715954
2026-08-20,ANAESTHESIA,0.9107973794101912
2026-08-20,Audiology,1.3332751768534423
2026-08-20,CARDIOLOGY,0.2641095733529744
2026-08-20,CASUALTY,4.029338956705874
2026-08-20,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),49.895052844147095
2026-08-20,DAYCASE,7.508815427084413
2026-08-20,DENTAL,15.644139365554576
2026-08-20,DIABETIC CLINIC,0.0407608985761646
2026-08-20,EYE CLINIC,17.006146370594838
2026-08-20,FAMILY CLINIC,0.3855239985722056
2026-08-20,FAMILY MEDICINE,0.119317445373819
2026-08-20,GENERAL OPD ,123.09293643823338
2026-08-20,Gen Surg OPD,6.347255381491383
2026-08-20,Gynae OPD,0.0586279320931731
2026-08-20,HTS,0.0332921566526097
2026-08-20,MATERNITY NURSERY,0.0351032704652081
2026-08-20,MCH,54.90604292173762
2026-08-20,MEB PHYSIOTHERAPY,3.3133246161206054
2026-08-20,MEB SPECIALITY CLINIC,49.49752601558099
2026-08-20,MENTAL HEALTH,0.0332921566526097
2026-08-20,MORGUE,0.0332921566526097
2026-08-20,NEURO SURGERY CONSULTATION,0.0351032704652081
2026-08-20,NEUROSURGERY,19.28334457619184
2026-08-20,NUTRITION,0.7309015058811703
2026-08-20,OCCUPATIONAL THERAPY,0.7334010286242783
2026-08-20,OHNS,13.058884732142674
2026-08-20,ONCOLOGY,22.102366474060457
2026-08-20,Ortho OPD,1.164822449023803
2026-08-20,PAEDS,0.0332921566526097
2026-08-20,PAEDS BKKH,9.289173098235349
2026-08-20,PALLIATIVE,0.1894648546701012
2026-08-20,PATHOLOGY,0.0332921566526097
2026-08-20,PEDIATRIC NEUROLOGY,0.1588124770600951
2026-08-20,PHYSIOTHERAPY,5.053508708373139
2026-08-20,PRIVATE CLINIC,4.354869967944304
2026-08-20,PSYCHOLOGY,1.417647598099428
2026-08-20,RENAL,15.817275613085233
2026-08-20,RESPIRATORY CENTER,0.0332921566526097
2026-08-20,SPECIALITY CLINIC,33.73978112685254
2026-08-20,TELEMEDICINE,4.828309677974786
2026-08-21,ADMISSION,40.49986607266504
2026-08-21,ANAESTHESIA,0.9041222825857316
2026-08-21,Audiology,3.280075358015783
2026-08-21,CARDIOLOGY,0.0510496614735317
2026-08-21,CASUALTY,4.441146320822256
2026-08-21,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),45.61015459005484
2026-08-21,DAYCASE,7.832018365210757
2026-08-21,DENTAL,13.897665165912091
2026-08-21,DIABETIC CLINIC,0.0508269508330261
2026-08-21,EYE CLINIC,9.745763729346493
2026-08-21,FAMILY CLINIC,0.0529368186904549
2026-08-21,FAMILY MEDICINE,0.1463687729947707
2026-08-21,GENERAL OPD ,116.949295919598
2026-08-21,Gen Surg OPD,6.056766973894039
2026-08-21,Gynae OPD,0.0822975121733886
2026-08-21,HTS,0.0710228149108265
2026-08-21,MATERNITY NURSERY,0.084527912072833
2026-08-21,MCH,51.42653528198783
2026-08-21,MEB PHYSIOTHERAPY,2.427833031231609
2026-08-21,MEB SPECIALITY CLINIC,47.23560387813018
2026-08-21,MENTAL HEALTH,0.0710228149108265
2026-08-21,MORGUE,0.0710228149108265
2026-08-21,NEURO SURGERY CONSULTATION,0.0456117993071637
2026-08-21,NEUROSURGERY,1.6656846760083357
2026-08-21,NUTRITION,0.7110947901438237
2026-08-21,OCCUPATIONAL THERAPY,0.6387171481793712
2026-08-21,OHNS,8.167184864041165
2026-08-21,ONCOLOGY,15.033614201325747
2026-08-21,Ortho OPD,0.4691371581084153
2026-08-21,PAEDS,0.0710228149108265
2026-08-21,PAEDS BKKH,10.441758929541322
2026-08-21,PALLIATIVE,0.2384470196926319
2026-08-21,PATHOLOGY,0.0710228149108265
2026-08-21,PEDIATRIC NEUROLOGY,1.2481343848530682
2026-08-21,PHYSIOTHERAPY,7.010013823662796
2026-08-21,PRIVATE CLINIC,5.374721881730208
2026-08-21,PSYCHOLOGY,1.7938850490469362
2026-08-21,RENAL,15.99176328194253
2026-08-21,RESPIRATORY CENTER,0.0710228149108265
2026-08-21,SPECIALITY CLINIC,16.294210373032723
2026-08-21,TELEMEDICINE,4.420900363789318
2026-08-22,ADMISSION,21.368173889428537
2026-08-22,ANAESTHESIA,0.0192520306706678
2026-08-22,Audiology,0.1612201622061431
2026-08-22,CARDIOLOGY,0.0
2026-08-22,CASUALTY,3.1883507482595177
2026-08-22,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),0.3408843355895889
2026-08-22,DAYCASE,0.4647489859096025
2026-08-22,DENTAL,0.1758882333527543
2026-08-22,DIABETIC CLINIC,0.0
2026-08-22,EYE CLINIC,0.1409123703647988
2026-08-22,FAMILY CLINIC,0.0
2026-08-22,FAMILY MEDICINE,0.0168471130286679
2026-08-22,GENERAL OPD ,42.408197903609526
2026-08-22,Gen Surg OPD,1.3514741065370288
2026-08-22,Gynae OPD,0.0045262184294661
2026-08-22,HTS,0.0
2026-08-22,MATERNITY NURSERY,0.0120392090470788
2026-08-22,MCH,6.054615676190709
2026-08-22,MEB PHYSIOTHERAPY,0.1031571336981423
2026-08-22,MEB SPECIALITY CLINIC,2.113826291229534
2026-08-22,MENTAL HEALTH,0.0
2026-08-22,MORGUE,0.0
2026-08-22,NEURO SURGERY CONSULTATION,0.0
2026-08-22,NEUROSURGERY,0.0
2026-08-22,NUTRITION,0.0583100341813365
2026-08-22,OCCUPATIONAL THERAPY,0.028976097117251
2026-08-22,OHNS,0.0
2026-08-22,ONCOLOGY,0.0877915875320383
2026-08-22,Ortho OPD,0.0804669948844118
2026-08-22,PAEDS,0.0
2026-08-22,PAEDS BKKH,0.0
2026-08-22,PALLIATIVE,0.0495965645209591
2026-08-22,PATHOLOGY,0.0
2026-08-22,PEDIATRIC NEUROLOGY,0.0
2026-08-22,PHYSIOTHERAPY,0.5359628747617757
2026-08-22,PRIVATE CLINIC,0.1575793319781706
2026-08-22,PSYCHOLOGY,0.1223919864403038
2026-08-22,RENAL,10.922556087129498
2026-08-22,RESPIRATORY CENTER,0.0
2026-08-22,SPECIALITY CLINIC,0.3365868076133648
2026-08-22,TELEMEDICINE,0.1551108939927126
2026-08-23,ADMISSION,18.612932298262464
2026-08-23,ANAESTHESIA,0.0192520306706678
2026-08-23,Audiology,0.1130194306231503
2026-08-23,CARDIOLOGY,0.0
2026-08-23,CASUALTY,3.2683713427232712
2026-08-23,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),0.8154650079850456
2026-08-23,DAYCASE,0.2387455350547736
2026-08-23,DENTAL,0.0810353558542679
2026-08-23,DIABETIC CLINIC,0.0
2026-08-23,EYE CLINIC,0.1784910191684304
2026-08-23,FAMILY CLINIC,0.0
2026-08-23,FAMILY MEDICINE,0.0168471130286679
2026-08-23,GENERAL OPD ,30.365127183490674
2026-08-23,Gen Surg OPD,2.5577717158940394
2026-08-23,Gynae OPD,0.0045262184294661
2026-08-23,HTS,0.0
2026-08-23,MATERNITY NURSERY,0.0120392090470788
2026-08-23,MCH,4.500439282127985
2026-08-23,MEB PHYSIOTHERAPY,0.0549564021151492
2026-08-23,MEB SPECIALITY CLINIC,0.4322569867401825
2026-08-23,MENTAL HEALTH,0.0
2026-08-23,MORGUE,0.0
2026-08-23,NEURO SURGERY CONSULTATION,0.0
2026-08-23,NEUROSURGERY,0.0398366423808499
2026-08-23,NUTRITION,0.0583100341813365
2026-08-23,OCCUPATIONAL THERAPY,0.028976097117251
2026-08-23,OHNS,0.0672407670916038
2026-08-23,ONCOLOGY,0.0696880240169401
2026-08-23,Ortho OPD,0.2818427409559591
2026-08-23,PAEDS,0.0
2026-08-23,PAEDS BKKH,0.0688243199617359
2026-08-23,PALLIATIVE,0.0495965645209591
2026-08-23,PATHOLOGY,0.0
2026-08-23,PEDIATRIC NEUROLOGY,0.0
2026-08-23,PHYSIOTHERAPY,0.3882287389018478
2026-08-23,PRIVATE CLINIC,0.1306458013532558
2026-08-23,PSYCHOLOGY,0.074191254857311
2026-08-23,RENAL,0.5523359271886272
2026-08-23,RESPIRATORY CENTER,0.0
2026-08-23,SPECIALITY CLINIC,0.3786358856971347
2026-08-23,TELEMEDICINE,0.1069101624097199
2026-08-24,ADMISSION,38.90761566385355
2026-08-24,ANAESTHESIA,1.8464548262104017
2026-08-24,Audiology,2.1038914417162102
2026-08-24,CARDIOLOGY,0.0781515242886214
2026-08-24,CASUALTY,4.972408119814487
2026-08-24,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),41.41923299390351
2026-08-24,DAYCASE,7.241271307847185
2026-08-24,DENTAL,18.94400995190346
2026-08-24,DIABETIC CLINIC,0.071362375488452
2026-08-24,EYE CLINIC,9.257954818769022
2026-08-24,FAMILY CLINIC,0.0957958471651244
2026-08-24,FAMILY MEDICINE,0.1582344028433146
2026-08-24,GENERAL OPD ,143.2870966788592
2026-08-24,Gen Surg OPD,7.792429967364582
2026-08-24,Gynae OPD,0.0731030077486852
2026-08-24,HTS,0.0528044193112561
2026-08-24,MATERNITY NURSERY,0.0855407325145741
2026-08-24,MCH,46.24718461130605
2026-08-24,MEB PHYSIOTHERAPY,8.11598709651408
2026-08-24,MEB SPECIALITY CLINIC,61.87681846941321
2026-08-24,MENTAL HEALTH,0.0528044193112561
2026-08-24,MORGUE,0.0528044193112561
2026-08-24,NEURO SURGERY CONSULTATION,0.0546155331238544
2026-08-24,NEUROSURGERY,0.7134143391743172
2026-08-24,NUTRITION,0.7956188786502534
2026-08-24,OCCUPATIONAL THERAPY,0.7984161367729278
2026-08-24,OHNS,22.00701496354615
2026-08-24,ONCOLOGY,20.59902906152559
2026-08-24,Ortho OPD,1.140666597375313
2026-08-24,PAEDS,0.0528044193112561
2026-08-24,PAEDS BKKH,14.100177628025408
2026-08-24,PALLIATIVE,0.2337446792927966
2026-08-24,PATHOLOGY,0.0528044193112561
2026-08-24,PEDIATRIC NEUROLOGY,0.0528044193112561
2026-08-24,PHYSIOTHERAPY,5.546438740353056
2026-08-24,PRIVATE CLINIC,7.2693566196288595
2026-08-24,PSYCHOLOGY,1.4838856287063198
2026-08-24,RENAL,16.571430711852404
2026-08-24,RESPIRATORY CENTER,0.0528044193112561
2026-08-24,SPECIALITY CLINIC,33.28566470143579
2026-08-24,TELEMEDICINE,0.84587924255792
2026-08-25,ADMISSION,42.31398219889972
2026-08-25,ANAESTHESIA,3.9317120498919502
2026-08-25,Audiology,1.7784115200158723
2026-08-25,CARDIOLOGY,0.035610276597389
2026-08-25,CASUALTY,4.083202785885574
2026-08-25,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),41.81283750089893
2026-08-25,DAYCASE,7.221031925264181
2026-08-25,DENTAL,20.336320988388074
2026-08-25,DIABETIC CLINIC,0.0288211277972196
2026-08-25,EYE CLINIC,9.2712985922739
2026-08-25,FAMILY CLINIC,0.3366345453312558
2026-08-25,FAMILY MEDICINE,0.1628482794656073
2026-08-25,GENERAL OPD ,147.06139585777308
2026-08-25,Gen Surg OPD,6.312736085244572
2026-08-25,Gynae OPD,0.0777168843709778
2026-08-25,HTS,0.0836296232281789
2026-08-25,MATERNITY NURSERY,0.0901546091368667
2026-08-25,MCH,43.28085477018079
2026-08-25,MEB PHYSIOTHERAPY,5.55608152963341
2026-08-25,MEB SPECIALITY CLINIC,52.71749338401579
2026-08-25,MENTAL HEALTH,0.0836296232281789
2026-08-25,MORGUE,0.0836296232281789
2026-08-25,NEURO SURGERY CONSULTATION,0.0120742854326221
2026-08-25,NEUROSURGERY,0.9194039618681574
2026-08-25,NUTRITION,2.788613222962967
2026-08-25,OCCUPATIONAL THERAPY,1.83017606769768
2026-08-25,OHNS,14.932611480428015
2026-08-25,ONCOLOGY,27.69845128413137
2026-08-25,Ortho OPD,0.6637612736422192
2026-08-25,PAEDS,0.0836296232281789
2026-08-25,PAEDS BKKH,17.336846164777675
2026-08-25,PALLIATIVE,0.2383585559150892
2026-08-25,PATHOLOGY,0.0836296232281789
2026-08-25,PEDIATRIC NEUROLOGY,0.0836296232281789
2026-08-25,PHYSIOTHERAPY,6.584594227048629
2026-08-25,PRIVATE CLINIC,3.968493359208384
2026-08-25,PSYCHOLOGY,2.755262842040211
2026-08-25,RENAL,17.659095545968984
2026-08-25,RESPIRATORY CENTER,0.0836296232281789
2026-08-25,SPECIALITY CLINIC,31.030249876292537
2026-08-25,TELEMEDICINE,0.553841339540776
2026-08-26,ADMISSION,40.20098476416996
2026-08-26,ANAESTHESIA,1.038260698717788
2026-08-26,Audiology,1.5795789382545014
2026-08-26,CARDIOLOGY,0.0155787029679023
2026-08-26,CASUALTY,3.679060343743858
2026-08-26,CHRONIC CARE CLINIC (DM/HTN/TB/CCC),38.37161689198207
2026-08-26,DAYCASE,7.538879546261874
2026-08-26,DENTAL,19.83116940822686
2026-08-26,DIABETIC CLINIC,0.0153559923273967
2026-08-26,EYE CLINIC,9.289462857757464
2026-08-26,FAMILY CLINIC,0.0174658601848255
2026-08-26,FAMILY MEDICINE,0.1428167058361205
2026-08-26,GENERAL OPD ,133.9564918964275
2026-08-26,Gen Surg OPD,6.061609117500396
2026-08-26,Gynae OPD,0.0576853107414909
2026-08-26,HTS,0.081253702011997
2026-08-26,MATERNITY NURSERY,0.0877786879206849
2026-08-26,MCH,37.682706485846005
2026-08-26,MEB PHYSIOTHERAPY,3.3698429350810075
2026-08-26,MEB SPECIALITY CLINIC,23.482895795391315
2026-08-26,MENTAL HEALTH,0.081253702011997
2026-08-26,MORGUE,0.081253702011997
2026-08-26,NEURO SURGERY CONSULTATION,0.0096983642164402
2026-08-26,NEUROSURGERY,0.9165302642596188
2026-08-26,NUTRITION,1.0780887869446325
2026-08-26,OCCUPATIONAL THERAPY,0.6286542965741553
2026-08-26,OHNS,13.889729923265008
2026-08-26,ONCOLOGY,34.657289697014484
2026-08-26,Ortho OPD,0.6377715596813985
2026-08-26,PAEDS,0.081253702011997
2026-08-26,PAEDS BKKH,41.72472193591269
2026-08-26,PALLIATIVE,0.2421402721255779
2026-08-26,PATHOLOGY,0.081253702011997
2026-08-26,PEDIATRIC NEUROLOGY,0.1850238043547253
2026-08-26,PHYSIOTHERAPY,5.892043991545578
2026-08-26,PRIVATE CLINIC,4.304415429642239
2026-08-26,PSYCHOLOGY,1.9492630262695527
2026-08-26,RENAL,9.100268938723907
2026-08-26,RESPIRATORY CENTER,0.081253702011997
2026-08-26,SPECIALITY CLINIC,3.4653676772581727
2026-08-26,TELEMEDICINE,0.6589078262164861
